Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7  ,Feat8,Feat9,Turbvalue
0.19565,0.0010399,0.47656,0.80473,0.31844,0.1678,0.44301,0.012248,0.16561,0.2
0.28261,0.00073364,0.21875,0.45562,0.6648,0.24651,0.44704,0.014938,0.24321,0.02
0.26087,0.00068512,0.32031,0.68047,0.31844,0.22738,0.43997,0.010274,0.22433,0.04
0.19565,0.0011505,0.30469,0.52663,0.68715,0.16343,0.42851,0.012957,0.16124,0.04
0.13043,0.00073819,0.36719,0.55621,0.63687,0.11271,0.39583,0.030595,0.1112,1
0.17391,0.00051576,0.45313,0.77515,0.44693,0.14332,0.45225,0.013505,0.14138,0.2
0.13043,0.014024,0.39063,0.60947,0.24022,0.085401,0.43215,0.0032933,0.084389,0.4
0.086957,0.0018388,0.25781,0.34911,0.20112,0.075239,0.45994,0.010574,0.074209,0.4
0.23913,0.00052295,0.33594,0.62722,0.34637,0.19958,0.46168,0.011777,0.19691,0.04
0.30435,0.0011174,0.15625,0.38462,0.58101,0.27251,0.43699,0.01535,0.26884,0.02
0.065217,0.0019549,0.39844,0.47929,0.38547,0.039004,0.39075,0.017371,0.038518,1
0.28261,0.0020722,0.085938,0.2071,0.84916,0.25561,0.4155,0.012235,0.25209,0.0002
0.19565,0.0010802,0.25781,0.46746,0.46369,0.17951,0.38606,0.043291,0.17709,0.04
0.13043,0.0005284,0.38281,0.56805,0.3743,0.10966,0.47227,0.037109,0.10819,0.2
0.065217,0.0012833,0.4375,0.57396,0.46369,0.057802,0.43351,0.0097133,0.057044,0.2
0.13043,0.0014214,0.38281,0.56805,0.75978,0.10076,0.40959,0.010698,0.099399,1
0.17391,0.0027619,0.28906,0.46746,0.46369,0.16272,0.43775,0.0050188,0.16051,0.04
0.23913,0.0014174,0.28906,0.56213,0.51397,0.21297,0.46196,0.012293,0.21011,0.04
0.13043,0.0004344,0.42188,0.63905,0.61453,0.1182,0.4944,0.023522,0.11662,1
0.30435,0.00065967,0.1875,0.4497,0.71508,0.27317,0.47753,0.011244,0.2695,0.02
0.086957,0.00084606,0.46875,0.65089,0.26257,0.082212,0.45729,0.013706,0.081119,0.4
0.19565,0.00067709,0.40625,0.69822,0.2067,0.17681,0.42979,0.0099748,0.17445,0.2
0.28261,0.001332,0.1875,0.4497,0.65363,0.25469,0.40309,0.01213,0.25125,0.02
0.30435,0.0017611,0.17188,0.43787,0.48045,0.27009,0.44118,0.021258,0.26647,0.02
0.32609,0.031857,0.046875,0.11834,0.79888,0.31423,0.46457,0.0034232,0.3108,0.0002
0.086957,0.0022109,0.40625,0.57396,0.45251,0.081862,0.43839,0.0095157,0.080867,0.2
0.23913,0.00094601,0.33594,0.69822,0.90503,0.21168,0.44077,0.011395,0.20883,0.04
0.30435,0.0022139,0.15625,0.37278,0.45251,0.2608,0.45047,0.016208,0.25729,0.02
0.13043,0.0038962,0.42969,0.66864,0.43575,0.1303,0.43937,0.010218,0.12882,0.4
0.065217,0.0034823,0.39844,0.57396,0.43575,0.080421,0.42602,0.0057558,0.079274,0.2
0.23913,0.00059979,0.28906,0.57396,0.48045,0.20504,0.40995,0.0051428,0.20229,0.04
0.26087,0.0015772,0.28906,0.56213,0.25698,0.22281,0.47088,0.019661,0.21983,0.04
0.1087,0.0014048,0.39063,0.59763,0.31285,0.10948,0.43869,0.0066623,0.10799,0.2
0.28261,0.0039748,0.078125,0.17751,0.83799,0.25008,0.52474,0.026378,0.24666,0.0002
0.19565,0.0014266,0.29688,0.52663,0.3352,0.17339,0.44139,0.0048932,0.17112,0.04
0.13043,0.00055561,0.36719,0.55621,0.6257,0.11623,0.45287,0.020768,0.11468,1
0.043478,0.0018378,0.375,0.46154,0.3352,0.019521,0.39977,0.011987,0.019215,1
0.21739,0.00091719,0.28906,0.56213,0.44134,0.19951,0.44631,0.0069321,0.19683,0.04
0.043478,0.0010757,0.38281,0.48521,0.44693,0.030644,0.43215,0.012122,0.030229,1
0.13043,0.009468,0.33594,0.52071,0.10615,0.082113,0.42487,0.0059074,0.08115,0.4
0.26087,0.00061342,0.33594,0.66864,0.6257,0.22045,0.44904,0.021162,0.21749,0.04
0.30435,0.0018331,0.14844,0.38462,0.63128,0.27887,0.4167,0.013572,0.27513,0.02
0.30435,0.002978,0.15625,0.38462,0.50838,0.27887,0.48524,0.012607,0.27514,0.02
0.26087,0.0012491,0.28906,0.59172,0.40223,0.22442,0.45998,0.011899,0.22136,0.04
0.13043,0.00041045,0.4375,0.64497,0.65922,0.10948,0.45966,0.015326,0.10801,1
0.32609,0.050683,0.046875,0.11834,0.6648,0.30654,0.4744,0.0079399,0.30327,0.0002
0.065217,0.0058682,0.36719,0.47929,0.20112,0.058984,0.44318,0.010779,0.057674,0.4
0.34783,0.003584,0.078125,0.22485,0.75419,0.29052,0.37688,0.018526,0.28666,0.0002
0.30435,0.0006325,0.1875,0.4497,0.32961,0.2676,0.43641,0.019571,0.26399,0.02
0.1087,0.00051433,0.5,0.71598,0.39665,0.082985,0.42542,0.010286,0.081877,1
0.086957,0.0042442,0.32813,0.52071,0.35196,0.078081,0.4213,0.010145,0.076987,0.4
0.1087,0.0014699,0.42969,0.61538,0.23743,0.10247,0.45103,0.008221,0.10102,0.2
0.13043,0.00088794,0.35938,0.53254,0.69274,0.11022,0.45768,0.010629,0.10875,1
0.17391,0.001133,0.35938,0.59172,0.41341,0.1487,0.42487,0.015206,0.14672,0.4
0.26087,0.0016082,0.27344,0.56213,0.41341,0.2232,0.44682,0.0091421,0.22017,0.04
0.30435,0.00045721,0.17188,0.43787,0.63687,0.27176,0.43925,0.0037206,0.26811,0.02
0.26087,0.00068418,0.28125,0.60355,0.40223,0.23392,0.4227,0.013613,0.23075,0.04
0.47826,0.0064674,0.015625,0.11243,0.56425,0.41636,0.41785,0.062948,0.41078,0.0002
0.30435,0.0022671,0.15625,0.37278,0.69832,0.2788,0.47859,0.014383,0.27502,0.02
0.086957,0.0011188,0.39063,0.53846,0.39665,0.084286,0.46258,0.01404,0.083169,0.2
0.45652,0.066998,0.0078125,0.065089,0.72626,0.42555,0.48089,0.027905,0.41873,0.0002
0.23913,0.016509,0.054688,0.10651,0.77654,0.22236,0.62195,0.086985,0.21925,0.0002
0.32609,0.079675,0.046875,0.11834,0.7486,0.31454,0.49346,0.015977,0.31198,0.0002
0.30435,0.0010598,0.16406,0.40237,0.69274,0.27341,0.41576,0.023272,0.26975,0.02
0.15217,0.0011999,0.51563,0.78107,0.36872,0.12484,0.45621,0.028247,0.12314,0.2
0.086957,0.0018379,0.5,0.68639,0.55866,0.080422,0.36289,0.037829,0.07927,1
0.17391,0.0012183,0.45313,0.74556,0.47486,0.15079,0.49624,0.018307,0.14876,0.2
0.36957,0.0076339,0.023438,0.076923,0.77654,0.33231,0.51031,0.014005,0.32807,0.0002
0.32609,0.044561,0.046875,0.11834,0.70391,0.30392,0.47301,0.0081991,0.30032,0.0002
0.30435,0.0026328,0.085938,0.2071,0.77654,0.26015,0.46273,0.02107,0.25662,0.0002
0.086957,0.0026372,0.47656,0.68639,0.49162,0.069027,0.37438,0.023623,0.068256,1
0.19565,0.0010823,0.28906,0.49704,0.35196,0.16765,0.50198,0.029482,0.1654,0.04
0.30435,0.0022583,0.15625,0.38462,0.72067,0.27343,0.44987,0.0096937,0.26976,0.02
0.13043,0.00071352,0.38281,0.59172,0.59218,0.12387,0.44049,0.0095282,0.12222,1
0.28261,0.0014046,0.17188,0.3787,0.36313,0.24123,0.42074,0.017367,0.23798,0.02
0.086957,0.00090623,0.39063,0.52663,0.29609,0.076475,0.41023,0.013358,0.075437,0.2
0.32609,0.0035832,0.046875,0.11834,0.77095,0.2741,0.57732,0.15356,0.27042,0.0002
0.1087,0.0025901,0.42969,0.66272,0.15642,0.10118,0.43873,0.0074237,0.099933,0.4
0.1087,0.0011284,0.42969,0.60355,0.44134,0.092976,0.42862,0.0097233,0.091696,0.2
0.065217,0.002218,0.46875,0.48521,0.58659,0.047997,0.40675,0.015301,0.047347,1
0.26087,0.00069746,0.32031,0.69822,0.44693,0.22391,0.42966,0.015984,0.2209,0.04
0.021739,0.0015021,0.375,0.46154,0.27374,0.02611,0.44332,0.0083544,0.02577,1
0.23913,0.00049137,0.23438,0.44379,0.7486,0.1995,0.56578,0.041636,0.19681,0.02
0.15217,0.002532,0.41406,0.63905,0.28492,0.12344,0.4259,0.0081563,0.12197,0.4
0.086957,0.00296,0.48438,0.66864,0.51955,0.06854,0.3563,0.032258,0.067834,1
0.26087,0.0010085,0.26563,0.57988,0.50838,0.2312,0.46513,0.013579,0.22808,0.04
0.086957,0.00055769,0.375,0.53846,0.21229,0.076711,0.43257,0.015174,0.075668,0.2
0.1087,0.0012138,0.54688,0.78107,0.36313,0.10572,0.48044,0.016594,0.10438,0.2
0.28261,0.00052175,0.32031,0.73964,0.35754,0.2421,0.4162,0.012949,0.23886,0.04
0.30435,0.00046832,0.1875,0.4497,0.64804,0.27026,0.45432,0.0030436,0.26663,0.02
0.21739,0.0014122,0.37891,0.71598,0.87151,0.19565,0.43825,0.010585,0.19305,0.2
0.17391,0.0012814,0.52344,0.88757,0.5419,0.15719,0.45233,0.012627,0.15508,0.2
0.30435,0.0016166,0.1875,0.4497,0.3352,0.26883,0.45905,0.017953,0.26522,0.02
0.26087,0.00076772,0.28906,0.59172,0.40782,0.2286,0.44217,0.0087761,0.22552,0.04
0.26087,0.00048908,0.20313,0.40828,0.34637,0.21987,0.52538,0.049557,0.21693,0.02
0.065217,0.0010342,0.28125,0.36095,0.36313,0.043559,0.40197,0.026108,0.042974,1
0.26087,0.0016504,0.28906,0.57988,0.24022,0.22376,0.43615,0.0089847,0.22075,0.04
0.086957,0.0059521,0.48438,0.71598,0.61453,0.068391,0.37326,0.016988,0.067705,1
0.26087,0.00091448,0.32031,0.69822,0.39106,0.23002,0.45298,0.006228,0.2269,0.04
0.28261,0.00094989,0.29688,0.71006,0.31285,0.25019,0.44928,0.011585,0.24687,0.04
0.26087,0.00067994,0.29688,0.63314,0.92179,0.2183,0.44602,0.014995,0.21536,0.04
0.28261,0.0010183,0.3125,0.69822,0.38547,0.24305,0.45125,0.020171,0.23972,0.04
0.26087,0.0010091,0.26563,0.57988,0.46927,0.2348,0.45249,0.014756,0.23162,0.04
0.13043,0.0020878,0.38281,0.56805,0.21229,0.10292,0.48004,0.028029,0.10156,0.2
0.23913,0.0038738,0.29688,0.61538,0.26257,0.21947,0.45776,0.0058562,0.2166,0.04
0.065217,0.0014297,0.38281,0.49704,0.51955,0.045276,0.36094,0.032325,0.044747,1
0.43478,0.036859,0.015625,0.088757,0.75978,0.37087,0.35075,0.02497,0.36615,0.0002
0.086957,0.0053863,0.44531,0.60947,0.57542,0.051311,0.41499,0.0081778,0.050839,1
0.065217,0.0026359,0.33594,0.47929,0.48045,0.038121,0.41615,0.01055,0.037576,1
0.19565,0.00071741,0.36719,0.63314,0.32402,0.16493,0.44324,0.010133,0.16271,0.2
0.23913,0.0079031,0.054688,0.10651,0.79888,0.22109,0.57168,0.06872,0.21819,0.0002
0.19565,0.00093367,0.3125,0.55621,0.53631,0.17008,0.38658,0.030218,0.1678,0.04
0.021739,0.0041284,0.33594,0.46746,0.094972,0.034752,0.44215,0.0065932,0.033973,0.4
0.23913,0.00032681,0.054688,0.10651,0.82123,0.21125,1,0.87355,0.20842,0.0002
0.17391,0.0030512,0.47656,0.78107,0.87709,0.16433,0.48019,0.011106,0.16189,0.2
0.13043,0.0010009,0.36719,0.53846,0.69274,0.1097,0.41376,0.025021,0.10825,1
0.52174,0.02479,0.0078125,0.11834,0.77654,0.42584,0.353,0.021115,0.42021,0.0002
0.1087,0.0012949,0.47656,0.69822,0.43017,0.10274,0.46681,0.0099162,0.10141,0.2
0.065217,0.0036174,0.38281,0.65089,0.73743,0.049092,0.41525,0.011048,0.048369,1
0,0.0043281,0.26563,0.46746,0.36872,0.015592,0.44094,0.010101,0.015188,1
0.67391,0.063707,0.0078125,0.059172,0.53073,0.52872,0.4298,0.0069371,0.52161,0.0002
0.13043,0.00042306,0.38281,0.56805,0.24022,0.10895,0.41631,0.021959,0.10749,0.2
0.26087,0.00091164,0.33594,0.68639,0.44134,0.22126,0.43973,0.014553,0.21833,0.04
0.30435,0.0019442,0.15625,0.37278,0.7095,0.27404,0.4853,0.013484,0.27035,0.02
0,0.0031801,0.26563,0.28994,0.36872,0.0074882,0.46581,0.014121,0.0073931,1
0.26087,0.00058661,0.20313,0.42012,0.39106,0.22454,0.46748,0.044402,0.22153,0.02
0.26087,0.00061735,0.28906,0.69822,0.92737,0.23543,0.42963,0.008654,0.23227,0.2
0.30435,0.0018034,0.16406,0.42604,0.57542,0.26324,0.41119,0.011826,0.25977,0.02
0.21739,0.00064598,0.32813,0.62722,0.41341,0.19893,0.4492,0.0046905,0.19626,0.04
0.30435,0.0011169,0.16406,0.43787,0.64246,0.26992,0.38524,0.024904,0.26629,0.02
0,0.0028837,0.33594,0.42012,0.41341,0.012486,0.43788,0.0201,0.012479,1
0.30435,0.0029712,0.16406,0.40237,0.67039,0.26887,0.48885,0.02829,0.26527,0.02
0.23913,0.001275,0.23438,0.44379,0.73184,0.20637,0.46468,0.0033095,0.20356,0.02
0.065217,0.00061037,0.39844,0.47929,0.37989,0.047698,0.40401,0.019035,0.047069,1
0.19565,0.00078663,0.53125,0.94083,0.22346,0.16752,0.41694,0.010946,0.1653,0.2
0.1087,0.0026155,0.42969,0.60355,0.25698,0.099005,0.47122,0.011482,0.097902,0.4
0.19565,0.00046322,0.32813,0.56213,0.26257,0.16402,0.4388,0.023842,0.16181,0.2
0.065217,0.0042379,0.35938,0.52071,0.28492,0.075901,0.43981,0.0061608,0.074855,0.4
0.065217,0.00076308,0.35156,0.4497,0.43575,0.043332,0.31458,0.051283,0.04275,0.4
0.043478,0.0022348,0.375,0.46154,0.37989,0.030565,0.41953,0.010258,0.030184,1
0.36957,0.054988,0.023438,0.076923,0.79888,0.29344,0.42482,0.0075301,0.28829,0.0002
0.32609,0.012342,0.054688,0.14201,0.85475,0.25312,0.41343,0.0058757,0.24935,0.0002
0.17391,0.0020814,0.28906,0.47337,0.45251,0.15428,0.46151,0.0083907,0.15221,0.04
0.1087,0.001459,0.5,0.68639,0.44134,0.082899,0.37727,0.025883,0.081805,1
0.30435,0.0024938,0.15625,0.38462,0.63687,0.27457,0.42452,0.0094801,0.27087,0.02
0.15217,0.00059386,0.38281,0.59172,0.60335,0.12773,0.48098,0.012112,0.126,1
0.30435,0.0011092,0.1875,0.4497,0.63128,0.26065,0.38994,0.012349,0.25715,0.02
0.13043,0.00070111,0.35938,0.53254,0.69274,0.11039,0.45253,0.016822,0.1089,1
0.30435,0.0017448,0.1875,0.4497,0.58659,0.26944,0.53075,0.046978,0.26583,0.02
0.30435,0.00094063,0.14844,0.38462,0.52793,0.27295,0.44027,0.018498,0.26927,0.02
0.1087,0.0030681,0.41406,0.64497,0.38547,0.11295,0.44511,0.0062732,0.11173,0.4
0.065217,0.0010733,0.4375,0.57396,0.49162,0.056513,0.44134,0.013568,0.055739,0.2
0.17391,0.0020566,0.4375,0.92899,0.17877,0.15942,0.42489,0.011962,0.15719,0.2
0.13043,0.0046289,0.32813,0.49112,0.45251,0.10682,0.43785,0.0099014,0.10572,0.4
0.34783,0.051415,0.0078125,0.065089,0.76536,0.36159,0.49338,0.023973,0.35718,0.0002
0.13043,0.00039235,0.49219,0.7574,0.32402,0.10957,0.42487,0.011313,0.10811,0.2
0.19565,0.00060879,0.35156,0.66272,0.17877,0.17296,0.46732,0.010476,0.17063,0.2
0.15217,0.0019229,0.48438,0.76331,0.24022,0.12855,0.39878,0.013811,0.12686,0.2
0.30435,0.0012133,0.1875,0.4497,0.70391,0.26049,0.39271,0.011301,0.257,0.02
0.1087,0.0010456,0.42188,0.63905,0.31844,0.10285,0.45632,0.0086308,0.10144,0.2
0.26087,0.00054813,0.28906,0.59172,0.43575,0.22781,0.45926,0.0087234,0.22476,0.04
0.26087,0.0016607,0.27344,0.56213,0.5419,0.22686,0.46316,0.010086,0.22377,0.04
0.21739,0.0010469,0.29688,0.56213,0.49162,0.1975,0.44922,0.011379,0.19484,0.04
0.23913,0.0013059,0.29688,0.61538,0.96089,0.21879,0.50764,0.025994,0.2159,0.04
0.1087,0.00093092,0.42969,0.61538,0.20112,0.099264,0.45394,0.0098944,0.097919,0.2
0.32609,0.0017732,0.1875,0.46746,0.69274,0.26664,0.42132,0.0078275,0.26308,0.02
0.28261,0.0015472,0.21875,0.48521,0.7095,0.25038,0.42152,0.010287,0.247,0.02
0.30435,0.0013813,0.15625,0.38462,0.44134,0.27464,0.49539,0.020059,0.27095,0.02
0.30435,0.00086116,0.16406,0.4142,0.78771,0.27152,0.4708,0.015114,0.26788,0.02
0.28261,0.00046838,0.19531,0.42604,0.42458,0.23838,0.40027,0.014723,0.23517,0.02
0.13043,0.0010474,0.35938,0.53254,0.45251,0.10206,0.43078,0.0082052,0.10066,0.4
0.26087,0.00084247,0.28906,0.60947,0.53073,0.2174,0.44135,0.015046,0.21446,0.04
0.26087,0.00061856,0.28906,0.69231,0.76536,0.23581,0.42603,0.010573,0.23264,0.2
0.15217,0.0010756,0.42969,0.56213,0.38547,0.13589,0.42178,0.010207,0.13408,0.2
0.30435,0.0011356,0.1875,0.46746,0.72067,0.27303,0.47208,0.015192,0.26934,0.02
0.086957,0.0036175,0.33594,0.49112,0.11173,0.09545,0.42354,0.0080852,0.094186,0.4
0.26087,0.00076546,0.32031,0.69822,0.39106,0.2243,0.42124,0.015914,0.22129,0.04
0.30435,0.00084256,0.16406,0.40237,0.69274,0.26676,0.35983,0.036056,0.26317,0.02
0.19565,0.0017926,0.25781,0.45562,0.44693,0.1774,0.41457,0.015906,0.17504,0.04
0.065217,0.0028467,0.44531,0.59763,0.61453,0.046409,0.4076,0.011456,0.04573,1
0.1087,0.00099469,0.5,0.69822,0.52793,0.081197,0.35269,0.04693,0.080119,1
0,0.0033134,0.26563,0.28994,0.26257,0.0039244,0.45356,0.024445,0.0038913,1
0.30435,0.00059223,0.1875,0.4497,0.6257,0.26378,0.3939,0.03067,0.26023,0.02
0.23913,0.0013368,0.3125,0.62722,0.22346,0.21195,0.44111,0.009529,0.20903,0.04
0.086957,0.0035537,0.35938,0.52663,0.2905,0.079094,0.44866,0.017522,0.07837,0.4
0.065217,0.0021194,0.28125,0.34911,0.083799,0.052384,0.45223,0.017299,0.051748,0.4
0.17391,0.00069741,0.50781,0.82249,0.45251,0.14545,0.45479,0.012241,0.1435,0.2
0.17391,0.0012277,0.4375,0.69231,0.31844,0.15216,0.4581,0.016419,0.1501,0.2
0.30435,0.0011629,0.1875,0.4497,0.78771,0.26718,0.45966,0.025571,0.26359,0.02
0.23913,0.00098089,0.28906,0.57396,0.44693,0.20029,0.43323,0.009206,0.19759,0.04
0.23913,0.0011059,0.32031,0.6568,0.6648,0.21417,0.42143,0.011462,0.2113,0.04
0.086957,0.0037881,0.35938,0.52071,0.56983,0.095293,0.44681,0.0069001,0.094131,0.4
0.13043,0.0013415,0.38281,0.59172,0.69274,0.12038,0.43389,0.012934,0.11881,1
0.15217,0.001856,0.30469,0.50888,0.51955,0.14265,0.40899,0.0076861,0.14076,0.4
0.30435,0.0022893,0.14844,0.39645,0.69274,0.27971,0.44522,0.012813,0.27594,0.02
0.26087,0.02367,0.078125,0.16568,0.56983,0.25337,0.53369,0.035031,0.24968,0.0002
0.28261,0.0013696,0.17188,0.40828,0.57542,0.25039,0.41204,0.011597,0.24705,0.02
0.065217,0.0044966,0.44531,0.60947,0.46369,0.051713,0.41665,0.0097263,0.051323,1
0.23913,0.0068159,0.054688,0.10651,0.77654,0.22491,0.52056,0.02668,0.2221,0.0002
0.43478,0.015213,0.0078125,0.088757,0.68156,0.40803,0.41871,0.060977,0.40264,0.0002
0.26087,0.0010775,0.32031,0.64497,0.42644,0.22108,0.42978,0.010819,0.21813,0.04
0.28261,0.0010252,0.19531,0.45562,0.61453,0.25448,0.43279,0.0081073,0.25107,0.02
0.1087,0.0043829,0.42969,0.60355,0.29609,0.099639,0.47723,0.0093501,0.0985,0.4
0.26087,0.00081837,0.28906,0.59172,0.2905,0.2246,0.46154,0.018145,0.22161,0.04
0.086957,0.00083084,0.40625,0.55621,0.2905,0.079489,0.45097,0.020866,0.078408,0.2
0.13043,0.00071436,0.53906,0.88166,0.37989,0.11718,0.41277,0.016329,0.11561,0.2
0.065217,0.0022777,0.25781,0.33136,0.32402,0.042159,0.42702,0.0083747,0.041539,0.4
0.26087,0.0016428,0.078125,0.16568,0.93855,0.22796,0.55172,0.082844,0.22491,0.0002
0.26087,0.0010384,0.32031,0.71598,0.41899,0.23176,0.43768,0.0054909,0.22864,0.04
0.043478,0.0021018,0.33594,0.39053,0.067039,0.033611,0.44628,0.012625,0.033113,0.4
0.30435,0.00088982,0.17188,0.4142,0.67598,0.26127,0.37262,0.016476,0.25775,0.02
0.13043,0.0052524,0.35938,0.52071,0.57542,0.13257,0.43597,0.0048683,0.13064,0.4
0.47826,0.012553,0.0078125,0.071006,0.56983,0.42036,0.71769,0.19962,0.41465,0.0002
0.1087,0.0020661,0.39844,0.57396,0.75419,0.092139,0.38207,0.016666,0.090779,1
0.043478,0.0018061,0.375,0.4497,0.24022,0.029817,0.42853,0.0061465,0.029519,1
0.21739,0.00052123,0.23438,0.44379,0.18994,0.19776,0.5083,0.026011,0.19511,0.04
0.086957,0.00054432,0.48438,0.68639,0.49162,0.078371,0.43125,0.021659,0.077327,1
0.21739,0.0068894,0.32031,0.63314,0.92179,0.2188,0.51373,0.03259,0.2154,0.2
0.13043,0.0012371,0.39844,0.5858,0.56425,0.10582,0.41803,0.0091617,0.10445,1
0.19565,0.0014672,0.36719,0.63314,0.22905,0.17614,0.43445,0.010906,0.17384,0.2
0.30435,0.0011572,0.17188,0.42604,0.29609,0.2662,0.43358,0.025017,0.26262,0.02
0.19565,0.0026017,0.39063,0.85207,0.92179,0.18111,0.45961,0.0092739,0.17858,0.2
0.30435,0.0032468,0.125,0.33728,0.72067,0.28716,0.41769,0.0052389,0.28336,0.02
0.1087,0.00051324,0.46094,0.6568,0.46369,0.08954,0.48899,0.027148,0.088347,0.2
0,0.00078814,0.35156,0.40828,0.51955,0,0.49907,0.05156,0,1
0.45652,0.13436,0.015625,0.11243,0.90503,0.4167,0.55048,0.053737,0.40892,0.0002
0.065217,0.0028864,0.25781,0.33136,0.055866,0.040518,0.39974,0.013861,0.04014,0.4
0.086957,0.00079808,0.5,0.68639,0.26816,0.070613,0.45405,0.016716,0.069643,0.4
0.021739,0.01183,0.33594,0.46746,0.044693,0.059642,0.43547,0.0048316,0.058628,0.4
0.26087,0.00093335,0.28906,0.57988,0.36872,0.22488,0.44712,0.0097173,0.22184,0.04
0.021739,0.004039,0.26563,0.32544,0.31285,0.016521,0.4467,0.007922,0.01607,1
0.043478,0.0052838,0.44531,0.60947,0.35196,0.058706,0.41823,0.009532,0.058242,1
0.54348,0.008059,0,0.094675,0.74302,0.46324,0.40904,0.011598,0.4569,0.0002
0.23913,0.0013596,0.3125,0.61538,0.52514,0.20378,0.45102,0.014549,0.20105,0.04
0.19565,0.0010277,0.30469,0.52663,0.69274,0.16241,0.41061,0.015701,0.16025,0.04
0.21739,0.039811,0.054688,0.094675,0.8324,0.22798,0.47468,0.0049388,0.22541,0.0002
0.1087,0.0034972,0.38281,0.56805,0.7095,0.086464,0.41042,0.011291,0.085002,1
0.065217,0.0027891,0.39844,0.50888,0.42458,0.056334,0.4181,0.0096213,0.055714,1
0.086957,0.00064209,0.48438,0.67456,0.47486,0.075937,0.43546,0.013416,0.074945,1
0.13043,0.0017908,0.39844,0.5858,0.75978,0.097726,0.42363,0.008464,0.096431,1
0.23913,0.044713,0.054688,0.10651,0.81006,0.29323,0.44165,0.0055887,0.28948,0.0002
0.086957,0.0016991,0.39063,0.57396,0.44134,0.080333,0.44138,0.0087636,0.079262,0.2
0.19565,0.00094739,0.28906,0.49704,0.47486,0.1727,0.4509,0.0089218,0.17035,0.04
0,0.0053829,0.36719,0.28994,0.24022,0.021982,0.44468,0.005897,0.021326,1
0.1087,0.041501,0.5,0.69822,0.98324,0.17278,0.45363,0.0061877,0.16845,0.4
0.23913,0.0038578,0.1875,0.36686,0.69832,0.20961,0.40505,0.015839,0.20671,0.02
0.19565,0.00089098,0.28906,0.49704,0.36313,0.16532,0.50555,0.035492,0.16312,0.04
0.043478,0.0028276,0.33594,0.4142,0.15084,0.048993,0.44472,0.0077683,0.048438,0.4
0.1087,0.0012953,0.35938,0.52663,0.62011,0.090006,0.45386,0.0087194,0.088899,1
0.065217,0.0013862,0.4375,0.57396,0.50279,0.058714,0.43156,0.0089626,0.057906,0.2
0.26087,0.00096814,0.35156,0.71006,0.96089,0.21801,0.50272,0.036039,0.21506,0.04
0.19565,0.00074646,0.30469,0.52663,0.56983,0.16304,0.48245,0.035357,0.16086,0.04
