Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7  ,Feat8,Feat9,Turbvalue
0.21739,0.0010762,0.25781,0.44379,0.29609,0.18124,0.42429,0.022744,0.17882,0.04
0.1087,0.0020855,0.38281,0.56805,0.73743,0.095307,0.40946,0.012529,0.094014,1
0.32609,0.037396,0.046875,0.11834,0.77095,0.31392,0.46472,0.0055965,0.30951,0.0002
0.26087,0.00069548,0.32031,0.68047,0.36872,0.22552,0.4391,0.011825,0.22249,0.04
0.26087,0.00084177,0.35156,0.71598,0.36313,0.22904,0.45066,0.0047237,0.22593,0.04
0.17391,0.0034417,0.30469,0.49704,0.51955,0.16553,0.49139,0.013405,0.16343,0.4
0.6087,0.22084,0.0078125,0.053254,0.41341,0.57704,0.61357,0.11522,0.57307,0.0002
0.065217,0.001572,0.28125,0.36095,0.094972,0.051205,0.43413,0.014764,0.050487,0.4
0.17391,0.0010166,0.40625,0.68639,0.44693,0.15535,0.43796,0.010551,0.15324,0.2
0.13043,0.0059255,0.375,0.5858,0.25698,0.10832,0.40736,0.0087671,0.10682,0.4
0.26087,0.00088989,0.078125,0.16568,0.86034,0.23661,0.41619,0.062992,0.23343,0.0002
0.45652,0.030676,0.015625,0.11243,0.72067,0.38141,0.40081,0.011244,0.37669,0.0002
0.21739,0.00037941,0.29688,0.53846,0.63687,0.18111,0.41627,0.052677,0.17868,0.04
0.23913,0.0045603,0.1875,0.36686,0.72067,0.20139,0.40749,0.012171,0.19867,0.02
0.30435,0.0013838,0.15625,0.42604,0.70391,0.26705,0.39394,0.018374,0.26346,0.02
0.17391,0.012252,0.42969,0.59172,0.50279,0.11158,0.4402,0.0028801,0.11015,0.4
0.19565,0.00078669,0.40625,0.69822,0.2905,0.16518,0.45262,0.013379,0.163,0.2
0.26087,0.0011001,0.28906,0.62722,0.91061,0.23514,0.46856,0.013341,0.23198,0.04
0.065217,0.0035666,0.44531,0.47929,0.69832,0.051898,0.40261,0.011749,0.051345,1
0.26087,0.00056998,0.28906,0.69231,0.78771,0.23624,0.41524,0.011219,0.23306,0.04
0.28261,0.00054704,0.17969,0.39645,0.46927,0.23925,0.33698,0.042953,0.23604,0.02
0.086957,0.00094609,0.44531,0.6213,0.36313,0.073093,0.42532,0.011582,0.072142,0.4
0.26087,0.00087472,0.35156,0.69822,0.50838,0.22332,0.43852,0.0066125,0.22031,0.04
0.15217,0.0012442,0.375,0.61538,0.43575,0.13422,0.42886,0.0070893,0.13241,0.2
0.086957,0.0024966,0.5,0.68639,0.55866,0.076033,0.36506,0.026094,0.074932,1
0.23913,0.071745,0.054688,0.10651,0.81006,0.28973,0.45073,0.00042274,0.28709,0.0002
0.13043,0.0010283,0.45313,0.67456,0.18436,0.11318,0.4501,0.0097325,0.11169,0.2
0.45652,0.1694,0.015625,0.11243,0.7486,0.42738,0.5419,0.042932,0.41817,0.0002
0.30435,0.0038758,0.13281,0.31361,0.68715,0.27304,0.49214,0.0090706,0.26943,0.02
0.36957,0.033303,0.023438,0.076923,0.65922,0.28983,0.42594,0.0065006,0.28612,0.0002
0,0.0020413,0.28906,0.33136,0.36313,0.0012932,0.45391,0.016708,0.0013442,1
0.26087,0.00064927,0.38281,0.74556,0.6257,0.22613,0.47925,0.015195,0.22309,0.04
0.17391,0.0011077,0.45313,0.74556,0.36313,0.14914,0.48679,0.019422,0.14712,0.2
0.19565,0.00090474,0.53125,0.94083,0.21788,0.17026,0.41513,0.012457,0.16801,0.2
0.34783,0.0038825,0.078125,0.22485,0.75419,0.29236,0.39387,0.017825,0.28839,0.0002
0.23913,0.00065121,0.33594,0.61538,0.51397,0.21034,0.43796,0.013359,0.20753,0.04
0.30435,0.0014404,0.17188,0.43787,0.72067,0.26329,0.41399,0.0076764,0.25978,0.02
0.065217,0.004495,0.33594,0.49704,0.44134,0.033491,0.40475,0.01104,0.033135,1
0.26087,0.00075784,0.35156,0.69822,0.49721,0.22512,0.45368,0.0074571,0.22207,0.04
0.086957,0.00089932,0.42969,0.57396,0.32961,0.086814,0.43922,0.0088181,0.085651,0.2
0.32609,0.0022697,0.046875,0.11834,0.78212,0.27571,0.80774,0.36477,0.27199,0.0002
0.26087,0.00085191,0.29688,0.63314,0.46927,0.22253,0.47689,0.019947,0.21954,0.04
0.065217,0.0053468,0.375,0.50888,0.2067,0.064561,0.4305,0.010286,0.064314,0.4
0.15217,0.001029,0.45313,0.67456,0.48045,0.12915,0.44992,0.0077098,0.12742,0.2
0.32609,0.0015007,0.046875,0.11834,0.74302,0.27537,0.86514,0.48247,0.27166,0.0002
0.26087,0.00094759,0.20313,0.40828,0.47486,0.22373,0.4487,0.0090358,0.2207,0.02
0.30435,0.00055766,0.1875,0.4497,0.63128,0.26044,0.38541,0.01855,0.25695,0.02
0.1087,0.0011008,0.54688,0.78107,0.38547,0.099999,0.50899,0.025953,0.098668,0.2
0.28261,0.0008701,0.17969,0.39645,0.39106,0.24132,0.40357,0.031082,0.23808,0.02
0.086957,0.0063349,0.42969,0.71598,0.46369,0.099424,0.47597,0.0079418,0.097977,0.4
0.23913,0.0099589,0.054688,0.10651,0.79888,0.21863,0.56442,0.056206,0.21574,0.0002
0.23913,0.0011256,0.32031,0.6568,0.64246,0.21273,0.40832,0.008114,0.20988,0.04
0.15217,0.00088149,0.51563,0.78107,0.36872,0.12199,0.42296,0.01264,0.12035,0.2
0.19565,0.00059949,0.53125,0.94083,0.26257,0.1702,0.42601,0.012734,0.16791,0.2
0.26087,0.00046504,0.33594,0.66864,0.98883,0.21854,0.40926,0.014342,0.2156,0.04
0.30435,0.00022457,0.1875,0.4497,0.82682,0.26552,0.43609,0.057023,0.26195,0.02
0.26087,0.00099853,0.28906,0.68047,0.28492,0.23467,0.43842,0.010817,0.23152,0.04
0.26087,0.0006629,0.33594,0.67456,0.53631,0.21797,0.44307,0.014783,0.21506,0.04
0.21739,0.001516,0.28125,0.53846,0.49721,0.17913,0.43065,0.011116,0.17671,0.04
0.26087,0.0011682,0.21094,0.42604,0.60335,0.21746,0.46803,0.027964,0.21452,0.02
0.26087,0.0014282,0.32031,0.57988,0.40223,0.23575,0.46383,0.010162,0.23267,0.04
0.1087,0.002521,0.42969,0.64497,0.38547,0.096979,0.47636,0.012668,0.095909,0.4
0.26087,0.00032456,0.33594,0.68639,0.7933,0.21911,0.41745,0.024528,0.21616,0.04
0.1087,0.0011517,0.46875,0.66272,0.35196,0.090608,0.45296,0.014732,0.089478,0.4
0.30435,0.00088138,0.15625,0.37278,0.64246,0.26979,0.49624,0.013791,0.26616,0.02
0,0.00092673,0.35156,0.40828,0.58101,0.00030655,0.50462,0.043919,0.00031101,1
0.021739,0.0036656,0.3125,0.39053,0.17318,0.038127,0.42423,0.0079383,0.037649,0.4
0.1087,0.00082846,0.5,0.74556,0.55866,0.085266,0.42709,0.010444,0.084111,1
0.086957,0.0017171,0.5,0.69822,0.45251,0.077624,0.38291,0.023114,0.076586,1
0.26087,0.00093922,0.28906,0.59172,0.28492,0.22209,0.50026,0.028306,0.2191,0.04
0.30435,0.0012223,0.17188,0.42604,0.55307,0.26447,0.39754,0.013164,0.26095,0.02
0.26087,0.00034863,0.33594,0.68639,0.7933,0.21935,0.40103,0.022973,0.2164,0.04
0.30435,0.00049531,0.1875,0.4497,0.81006,0.27043,0.49645,0.020358,0.2668,0.02
0.15217,0.0013202,0.32031,0.51479,0.53073,0.13934,0.46375,0.0077911,0.13738,0.4
0.065217,0.0027335,0.25781,0.33136,0.3352,0.043608,0.44422,0.013173,0.042965,0.4
0.17391,0.00073064,0.45313,0.69231,0.39106,0.14961,0.46778,0.022487,0.14761,0.2
0.26087,0.0012766,0.32031,0.68047,0.51397,0.23356,0.4507,0.008084,0.23046,0.04
0.28261,0.0016503,0.078125,0.17751,0.85475,0.24196,0.51865,0.051322,0.2387,0.0002
0.043478,0.0044847,0.44531,0.60947,0.56425,0.044776,0.42858,0.0096166,0.04442,1
0.28261,0.0019577,0.19531,0.42604,0.59218,0.25856,0.42846,0.0056727,0.2551,0.02
0.043478,0.0024398,0.33594,0.47929,0.4581,0.033009,0.41095,0.010467,0.03258,1
0.23913,0.00074705,0.23438,0.44379,0.74302,0.19975,0.51694,0.01979,0.19706,0.02
0.30435,0.001272,0.17188,0.43787,0.30168,0.26402,0.41967,0.0090376,0.26047,0.02
0.19565,0.00050652,0.3125,0.55621,0.51397,0.17028,0.44196,0.020907,0.168,0.04
0.086957,0.0009338,0.39063,0.57396,0.3352,0.085585,0.45594,0.0090258,0.084441,0.2
0.21739,0.0010928,0.35938,0.66272,0.19553,0.19251,0.4292,0.014478,0.18993,0.2
0.1087,0.0017799,0.34375,0.49112,0.7095,0.090251,0.44003,0.017962,0.089019,1
0.45652,0.0094524,0.015625,0.11243,0.73743,0.41462,0.37728,0.089178,0.40908,0.0002
0.086957,0.0004763,0.46094,0.63314,0.51955,0.080251,0.4415,0.012486,0.079185,1
0.34783,0.0013748,0.078125,0.21302,0.71508,0.29617,0.43186,0.04353,0.29218,0.0002
0.32609,0.0014419,0.046875,0.13018,0.73743,0.28693,0.47293,0.13083,0.28306,0.0002
0.1087,0.0030458,0.42969,0.60355,0.26257,0.10027,0.46857,0.010029,0.099185,0.4
0.15217,0.00075215,0.35938,0.59172,0.57542,0.13271,0.44456,0.0057643,0.13094,1
0.30435,0.0013738,0.16406,0.39053,0.6648,0.2709,0.43918,0.01068,0.26731,0.02
0.21739,0.039611,0.054688,0.094675,0.8324,0.22566,0.47924,0.0057292,0.22312,0.0002
0.17391,0.0031497,0.4375,0.73964,0.78212,0.15584,0.52084,0.038798,0.15398,0.2
0.34783,0.0029451,0.078125,0.23669,0.78771,0.31269,0.44659,0.013542,0.30851,0.0002
0.28261,0.00077902,0.26563,0.57988,0.35754,0.23983,0.45893,0.016659,0.23657,0.04
0.30435,0.00081398,0.15625,0.43787,0.65922,0.27458,0.45371,0.013318,0.27088,0.02
0.065217,0.0013584,0.36719,0.47929,0.25698,0.044824,0.37928,0.022426,0.044214,1
0.1087,0.00080037,0.39844,0.57396,0.30726,0.091758,0.4187,0.0086935,0.090532,0.2
0.23913,0.0014426,0.33594,0.68639,0.34637,0.21338,0.46155,0.0093574,0.21052,0.04
0.52174,0.0057769,0.0078125,0.11834,0.87151,0.44752,0.2253,0.13794,0.44149,0.0002
0.065217,0.007981,0.35938,0.49704,0.37151,0.068935,0.44866,0.0085277,0.068179,0.4
0.30435,0.00035366,0.1875,0.4497,0.70391,0.26642,0.45027,0.029298,0.26283,0.02
0.26087,0.0009525,0.078125,0.16568,0.83799,0.23506,0.35299,0.06728,0.2319,0.0002
0.34783,0.0064624,0.078125,0.2071,0.77654,0.26711,0.43307,0.0095897,0.26361,0.0002
0.26087,0.001253,0.32813,0.69822,1,0.23866,0.46597,0.010485,0.23544,0.04
0.26087,0.00045638,0.32031,0.6568,0.56983,0.21967,0.40746,0.01342,0.21673,0.04
0.13043,0.0004463,0.38281,0.56805,0.67039,0.11203,0.41013,0.026157,0.11054,1
0.065217,0.0020037,0.44531,0.60947,0.69832,0.059167,0.41218,0.010183,0.058333,1
0.19565,0.00048963,0.28906,0.49704,0.60894,0.16455,0.5024,0.034742,0.16234,0.04
0.15217,0.001578,0.45313,0.67456,0.26257,0.13552,0.43493,0.009036,0.13371,0.2
0.13043,0.000621,0.45313,0.67456,0.34078,0.11278,0.45224,0.018908,0.11127,0.2
0.26087,0.0015897,0.20313,0.40828,0.65922,0.22465,0.45635,0.0059607,0.2216,0.02
0.32609,0.0041255,0.046875,0.11834,0.67039,0.28442,0.65439,0.15071,0.28061,0.0002
0.23913,0.00099239,0.33594,0.68639,0.54749,0.20167,0.47192,0.011209,0.19896,0.04
0.13043,0.00048876,0.51563,0.7929,0.37989,0.11824,0.39678,0.018177,0.11665,0.2
0.26087,0.00061451,0.26563,0.60355,0.51955,0.22664,0.44696,0.0064214,0.22359,0.04
0.28261,0.0012622,0.26563,0.57988,0.24022,0.25104,0.43574,0.01025,0.24766,0.04
0.043478,0.0030026,0.44531,0.56213,0.59777,0.04069,0.42482,0.010419,0.039935,1
0.1087,0.0006804,0.5,0.69822,0.48045,0.084737,0.4328,0.013324,0.083605,1
0.086957,0.0047993,0.35938,0.52071,0.57542,0.097388,0.45484,0.007456,0.096067,0.4
0.17391,0.0083291,0.35938,0.59172,0.40782,0.11844,0.428,0.0033973,0.11702,0.4
0.13043,0.0039392,0.35938,0.52071,0.3352,0.08561,0.42909,0.0086745,0.084365,0.4
0.30435,0.0010272,0.19531,0.47337,0.59777,0.26264,0.36447,0.024192,0.25913,0.02
0,0.0056441,0.26563,0.46746,0.3352,0.018548,0.42084,0.010999,0.01806,1
0.26087,0.00075567,0.28906,0.60947,0.50279,0.21876,0.44703,0.012951,0.21582,0.04
0.41304,0.0059807,0.046875,0.18935,0.73184,0.34219,0.40155,0.0072782,0.33739,0.0002
0.065217,0.0044594,0.375,0.48521,0.46369,0.036156,0.43044,0.007524,0.0358,1
0.28261,0.0045558,0.078125,0.17751,0.84358,0.25109,0.55344,0.048747,0.24784,0.0002
0.30435,0.00095067,0.1875,0.4497,0.51955,0.26509,0.41218,0.016917,0.26151,0.02
0.17391,0.0022204,0.41406,0.66864,0.22905,0.1538,0.45759,0.0076515,0.15174,0.2
0.26087,0.00046309,0.35938,0.74556,0.50838,0.22941,0.44368,0.013038,0.22634,0.04
0.065217,0.0039122,0.25781,0.33136,0.067039,0.049768,0.41978,0.017912,0.049248,0.4
0.26087,0.0093465,0.078125,0.16568,0.7933,0.25239,0.51145,0.018945,0.24903,0.0002
0.13043,0.0011507,0.39063,0.5858,0.75419,0.10747,0.42071,0.009132,0.10603,1
0.30435,0.00062646,0.1875,0.4497,0.77095,0.26255,0.35956,0.036019,0.25903,0.02
0.1087,0.0016369,0.4375,0.64497,0.49162,0.092438,0.43727,0.0082415,0.091076,0.4
0.30435,0.0021292,0.125,0.39645,0.6648,0.28186,0.40181,0.01337,0.27804,0.02
0.28261,0.0013175,0.19531,0.47337,0.59218,0.25959,0.41748,0.01131,0.2561,0.02
0.28261,0.0030276,0.10156,0.23669,0.69832,0.26115,0.49127,0.01773,0.25768,0.02
0.30435,0.00070489,0.17188,0.4142,0.78771,0.26991,0.47137,0.025444,0.26628,0.02
0.065217,0.0021648,0.28125,0.36095,0.067039,0.043491,0.40975,0.019048,0.042949,0.4
0.086957,0.0092342,0.30469,0.50888,0.53073,0.12091,0.42978,0.0047164,0.11927,0.4
0.065217,0.006318,0.35938,0.52071,0.35754,0.075022,0.4433,0.005837,0.073949,0.4
0.28261,0.00066432,0.20313,0.45562,0.55307,0.25027,0.47351,0.018986,0.2469,0.02
0.30435,0.0015776,0.14844,0.37278,0.72626,0.27457,0.48498,0.013,0.27088,0.02
0.30435,0.0020169,0.10156,0.27219,0.75978,0.27491,0.42856,0.0055853,0.27123,0.02
0.065217,0.0033735,0.39063,0.5503,0.24022,0.083076,0.44144,0.0094026,0.082314,0.4
0.28261,0.0010622,0.1875,0.4497,0.59218,0.25566,0.41258,0.010881,0.25223,0.02
0.21739,0.0012693,0.20313,0.39645,0.3743,0.19843,0.43739,0.0091028,0.19583,0.02
0.19565,0.00081782,0.34375,0.56213,0.26257,0.16697,0.48016,0.0243,0.16472,0.2
0.086957,0.0021292,0.38281,0.56805,0.63128,0.095853,0.42875,0.0049187,0.094551,1
0.52174,0.015068,0.0078125,0.11834,0.82682,0.43897,0.29859,0.053127,0.43309,0.0002
0.26087,0.00073394,0.33594,0.68639,0.40782,0.22545,0.46336,0.0084202,0.22244,0.04
0.065217,0.0091723,0.39063,0.5503,0.21229,0.074644,0.42328,0.0094364,0.074394,0.4
0.17391,0.0011121,0.41406,0.59172,0.48045,0.14361,0.40687,0.014532,0.14171,0.2
0.086957,0.0018711,0.46094,0.63314,0.60335,0.088329,0.47557,0.012412,0.08702,1
0.043478,0.015202,0.39063,0.6213,0.30168,0.074106,0.44618,0.0037347,0.073005,0.4
0.28261,0.0016824,0.1875,0.4497,0.67039,0.25588,0.41937,0.01166,0.25243,0.02
0.41304,0.0054272,0.039063,0.18935,0.65363,0.34237,0.41217,0.0092184,0.33782,0.0002
0.086957,0.00093551,0.40625,0.52663,0.31844,0.069669,0.42503,0.011615,0.068726,0.2
0.34783,0.017239,0.054688,0.15385,0.52514,0.2858,0.48666,0.024308,0.28153,0.0002
0.021739,0.004247,0.26563,0.32544,0.27933,0.020142,0.44496,0.006534,0.019592,1
0.26087,0.00083236,0.33594,0.63314,0.46369,0.21889,0.42506,0.010728,0.21593,0.04
0.21739,0.0022631,0.28125,0.51479,0.44693,0.18267,0,1,0.1802,0.04
0.26087,0.00089556,0.35156,0.69822,0.53631,0.22402,0.42948,0.0077579,0.22101,0.04
0.26087,0.0011847,0.28906,0.64497,0.13966,0.22363,0.41343,0.014777,0.22065,0.04
0.21739,0.0013927,0.33594,0.62722,0.54749,0.20204,0.45991,0.010041,0.19932,0.04
0,0.0039934,0.26563,0.42012,0.39106,0.018086,0.40525,0.026482,0.017907,1
0.19565,0.0011312,0.42969,0.63314,0.18994,0.17201,0.43043,0.013628,0.16969,0.2
0.43478,0.072301,0.015625,0.088757,0.81564,0.30125,0.43754,0.00019995,0.29777,0.0002
0.1087,0.0017254,0.42188,0.60355,0.64246,0.10559,0.43698,0.0060376,0.10414,1
0.17391,0.0021136,0.375,0.59172,0.47486,0.14754,0.43224,0.012887,0.14564,0.2
0.19565,0.00069551,0.39063,0.60947,0.19553,0.17448,0.47015,0.011813,0.17215,0.2
0.17391,0.00088661,0.35156,0.56213,0.37989,0.14396,0.45238,0.0081161,0.14202,0.2
0.54348,0.0094636,0,0.094675,0.74302,0.45575,0.41277,0.0045152,0.44933,0.0002
1,0.2853,0.99609,0.0059172,0.50838,0.79126,0.49424,0.014616,0.77556,0.0002
0.19565,0.0013275,0.28906,0.49704,0.4162,0.16794,0.53022,0.027964,0.16567,0.04
0.32609,0.054961,0.046875,0.11834,0.44134,0.34276,0.45814,0.0034262,0.33651,0.0002
0.26087,0.00060511,0.19531,0.42604,0.44134,0.23548,0.4277,0.0082686,0.2323,0.02
0.1087,0.0034797,0.33594,0.52071,0.46369,0.098115,0.46536,0.0080725,0.097017,0.4
0.30435,0.0023115,0.10156,0.27219,0.78212,0.27118,0.44088,0.003493,0.26761,0.02
0.26087,0.0003531,0.35156,0.63314,0.46927,0.21777,0.43721,0.011656,0.21485,0.04
0.065217,0.0012417,0.4375,0.57396,0.46927,0.065954,0.4608,0.013537,0.065065,0.2
0.23913,0.0066867,0.078125,0.15385,0.94413,0.23281,0.4828,0.014225,0.22987,0.0002
0.043478,0.0026198,0.44531,0.56213,0.48045,0.039485,0.43677,0.011759,0.038759,1
0.30435,0.0022915,0.125,0.3432,0.7095,0.27832,0.46249,0.0072989,0.27451,0.02
0.13043,0.00055927,0.39844,0.56805,0.67039,0.10645,0.44169,0.0074508,0.10503,1
0.1087,0.0027614,0.42969,0.66272,0.4581,0.10254,0.45669,0.0079447,0.1014,0.4
0.26087,0.0011838,0.20313,0.40828,0.4581,0.22141,0.46842,0.0094104,0.21842,0.02
0.28261,0.0013052,0.17969,0.40828,0.57542,0.24251,0.41968,0.0084889,0.23929,0.02
0.30435,0.0015924,0.21094,0.48521,0.48603,0.25855,0.44536,0.014984,0.25508,0.02
0.30435,0.0016409,0.16406,0.40237,0.32402,0.26279,0.38598,0.021487,0.25921,0.02
0.19565,0.0016589,0.47656,0.80473,0.26816,0.16884,0.45082,0.0078356,0.1666,0.2
0.13043,0.0037057,0.28906,0.48521,0.53073,0.13282,0.44272,0.007918,0.13088,0.4
0.28261,0.0021416,0.085938,0.18343,0.84358,0.2393,0.48242,0.05003,0.23609,0.0002
0.19565,0.00099425,0.34375,0.5858,0.44693,0.16914,0.47144,0.018433,0.16688,0.2
0.30435,0.0011567,0.17188,0.42604,0.67598,0.26157,0.39959,0.009709,0.25805,0.02
0.28261,0.00096557,0.20313,0.45562,0.54749,0.24212,0.45477,0.014331,0.23888,0.02
0.26087,0.00042098,0.32031,0.66864,0.52514,0.22573,0.43432,0.015643,0.22268,0.04
0.30435,0.00056797,0.1875,0.4497,0.36872,0.2642,0.42375,0.040847,0.26065,0.02
0.15217,0.00071254,0.38281,0.59172,0.53073,0.1312,0.45005,0.0045413,0.12944,1
0.30435,0.0015816,0.16406,0.4142,0.63687,0.26465,0.44887,0.02612,0.26107,0.02
0.043478,0.013222,0.38281,0.57396,0.22905,0.071668,0.44231,0.0035018,0.070139,0.4
0.34783,0.0058574,0.0625,0.20118,0.79888,0.30977,0.41782,0.017401,0.30554,0.0002
0.41304,0.0063025,0.039063,0.15976,0.67598,0.34885,0.41915,0.014096,0.34413,0.0002
0,0.002287,0.28906,0.33136,0.35754,0.0040453,0.45731,0.012157,0.0040796,1
0.1087,0.00062808,0.34375,0.47929,0.31564,0.089818,0.43939,0.024302,0.088621,0.2
0.30435,0.0010963,0.17188,0.4497,0.75419,0.26463,0.40597,0.019533,0.26108,0.02
0.26087,0.0026569,0.19531,0.42604,0.58939,0.2418,0.44968,0.0061312,0.23854,0.02
0.26087,0.0023678,0.32031,0.59172,0.24581,0.23508,0.46874,0.0073077,0.23187,0.04
0.28261,0.00067108,0.19531,0.42604,0.42458,0.23888,0.42889,0.01739,0.23567,0.02
0.1087,0.001064,0.42969,0.61538,0.36872,0.095422,0.48956,0.021416,0.094158,0.2
0.065217,0.0013232,0.27344,0.36095,0.32961,0.04183,0.38544,0.021534,0.041307,1
0.17391,0.0010018,0.4375,0.71598,0.27374,0.1521,0.45719,0.0088532,0.15005,0.2
0.17391,0.0032372,0.41406,0.66864,0.30168,0.14941,0.4461,0.010044,0.14771,0.4
0.28261,0.0014726,0.17969,0.40237,0.51397,0.2537,0.42965,0.010133,0.25024,0.02
0.13043,0.015123,0.4375,0.71598,0.80447,0.15099,0.46349,0.010286,0.14919,0.4
0.086957,0.0023154,0.34375,0.49112,0.5419,0.087743,0.44633,0.0090761,0.086708,0.4
0.41304,0.0047964,0.046875,0.18935,0.65922,0.34607,0.40158,0.0091817,0.34143,0.0002
0.26087,0.00080999,0.28906,0.60947,0.57542,0.22173,0.50282,0.032753,0.21875,0.04
0.30435,0.00075876,0.17188,0.4497,0.81006,0.27167,0.48468,0.016494,0.26801,0.02
0.1087,0.0017718,0.35938,0.49112,0.43575,0.092419,0.40653,0.019817,0.091145,1
0.13043,0.00046085,0.5,0.7929,0.36313,0.11727,0.4167,0.01506,0.1157,0.2
0.13043,0.00071427,0.36719,0.53846,0.73184,0.10693,0.42282,0.019507,0.1055,1
0.13043,0.003501,0.50781,0.79882,0.18436,0.12624,0.42957,0.0072852,0.12445,0.2
0.13043,0.00076346,0.42188,0.63905,0.64246,0.11798,0.45412,0.011976,0.11637,1
0.28261,0.00066953,0.17969,0.39645,0.46927,0.23863,0.38008,0.029325,0.23542,0.02
0.065217,0.0060909,0.35938,0.52071,0.3352,0.084547,0.45668,0.01285,0.082766,0.4
0.13043,0.00084581,0.38281,0.57988,0.71508,0.11149,0.43772,0.0063318,0.10999,1
0.30435,0.0034545,0.15625,0.37278,0.72067,0.27877,0.45258,0.0036863,0.2751,0.02
0.15217,0.0010954,0.45313,0.68639,0.50279,0.13513,0.41763,0.0082974,0.13327,0.2
0.21739,0.00055441,0.28125,0.52663,0.44693,0.18556,0.39061,0.018635,0.18307,0.04
0.13043,0.0085238,0.375,0.60355,0.25698,0.10444,0.41247,0.0065094,0.10301,0.4
0.30435,0.003286,0.15625,0.38462,0.50838,0.28047,0.46808,0.010933,0.27673,0.02
0.30435,0.00080706,0.16406,0.40237,0.64804,0.26629,0.39371,0.030929,0.26272,0.02
0.26087,0.00051866,0.28906,0.59172,0.59218,0.22036,0.43294,0.01158,0.2174,0.04
0.17391,0.00094549,0.40625,0.68639,0.44134,0.15124,0.44801,0.0081467,0.14919,0.2
0.23913,0.00046345,0.35156,0.71006,0.88827,0.21444,0.42467,0.022303,0.21156,0.04
0.13043,0.0010667,0.42188,0.63905,0.2905,0.10926,0.4477,0.011337,0.10782,0.2
0.19565,0.0012034,0.29688,0.52663,0.3352,0.17076,0.44367,0.0065263,0.16846,0.04
0.19565,0.0013056,0.29688,0.52663,0.68715,0.16745,0.42143,0.010844,0.16518,0.04
0.28261,0.00057875,0.17969,0.39645,0.46369,0.23895,0.39544,0.034075,0.23572,0.02
0.1087,0.0013975,0.39844,0.5858,0.75419,0.094725,0.37749,0.022611,0.093415,1
0.1087,0.0010748,0.42969,0.60355,0.45251,0.092561,0.46102,0.0090903,0.091278,0.2
0.28261,0.00086393,0.19531,0.42604,0.44693,0.24076,0.46051,0.022497,0.23753,0.02
0.30435,0.0018792,0.16406,0.40237,0.25698,0.2646,0.39343,0.019746,0.26111,0.02
0.043478,0.0028737,0.33594,0.4142,0.15084,0.049975,0.43546,0.0051833,0.049535,0.4
0.28261,0.00081087,0.21875,0.48521,0.60335,0.25062,0.489,0.0087939,0.24726,0.02
0.1087,0.0078643,0.35938,0.59172,0.39106,0.11155,0.4443,0.0029175,0.11027,0.4
0.086957,0.0010718,0.39063,0.5503,0.42458,0.079791,0.433,0.019963,0.078737,1